trial_id,model,A_word,B_word,A_popularity,B_popularity,A_upos,B_upos,A_domain,B_domain,A_abstraction,B_abstraction,A_polysemy,B_polysemy,identity_success,prompt,raw_response,parsed_answer
1,gpt-5,unclassified,consequence,12,11,0.245025,0.873077,ADJ,NOUN,adj.all,noun.phenomenon,0.347500,0.410000,0.100000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

unclassified is to unclassified as consequence is to ____",ANSWER: consequence,consequence
2,gpt-5,upper,moment,5,6,0.960579,0.988520,ADJ,NOUN,adj.all,noun.time,0.592500,0.152500,0.500000,0.500000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

upper is to upper as moment is to ____",ANSWER: momentum,momentum
3,gpt-5,advantageous,forecasting,12,11,0.625053,0.687714,ADJ,NOUN,adj.all,noun.communication,0.267500,0.400000,0.100000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

advantageous is to advantageous as forecasting is to ____",ANSWER: forecasting,forecasting
4,gpt-5,fire,tied,4,4,0.990000,0.935999,NOUN,VERB,noun.substance,verb.change,0.920000,0.730000,1.000000,1.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

fire is to fire as tied is to ____",ANSWER: tie,tie
5,gpt-5,ricochet,plaintiff,8,9,0.209304,0.720374,NOUN,NOUN,noun.event,noun.person,0.572500,0.725000,0.100000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

ricochet is to ricochet as plaintiff is to ____",ANSWER: sue,sue
1,gpt-5,intention,mercury,9,7,0.918118,0.861317,NOUN,NOUN,noun.cognition,noun.person,0.175000,0.880000,0.200000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

intention is to intention as mercury is to ____",ANSWER: mercure,mercure
2,gpt-5,unneeded,shave,8,5,0.097062,0.815056,ADJ,NOUN,adj.all,noun.act,0.180000,0.807500,0.000000,0.600000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

unneeded is to unneeded as shave is to ____",ANSWER: shaven,shaven
3,gpt-5,union,sprouting,5,9,0.982220,0.289386,NOUN,VERB,noun.artifact,verb.change,0.595000,0.767500,1.000000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

union is to union as sprouting is to ____",ANSWER: sprouting,sprouting
4,gpt-5,anorexic,rainwater,8,9,0.197644,0.418888,NOUN,NOUN,noun.person,noun.substance,0.462500,0.910000,0.100000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

anorexic is to anorexic as rainwater is to ____",ANSWER: water,water
5,gpt-5,assuredly,ways,9,4,0.243885,0.981240,ADV,NOUN,adv.all,noun.artifact,0.205000,0.250000,0.000000,1.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

assuredly is to assuredly as ways is to ____",ANSWER: means,means
6,gpt-5,corrugated,asymptomatic,10,12,0.524190,0.337367,VERB,ADJ,verb.contact,adj.all,0.690000,0.280000,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

corrugated is to corrugated as asymptomatic is to ____",ANSWER: asymptomatic,asymptomatic
7,gpt-5,dearly,battle,6,6,0.692394,0.975740,ADV,NOUN,adv.all,noun.act,0.150000,0.750000,0.200000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

dearly is to dearly as battle is to ____",ANSWER: battle,battle
8,gpt-5,mayonnaise,miles,10,5,0.574511,0.978220,NOUN,NOUN,noun.food,noun.quantity,0.975000,0.652500,0.000000,0.700000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

mayonnaise is to mayonnaise as miles is to ____",ANSWER: mile,mile
9,gpt-5,rethink,bedded,7,6,0.686174,0.107142,NOUN,VERB,noun.cognition,verb.possession,0.292500,0.425000,0.100000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

rethink is to rethink as bedded is to ____",ANSWER: bedded,bedded
10,gpt-5,emulator,firearm,8,7,0.376888,0.772375,NOUN,NOUN,noun.person,noun.artifact,0.520000,0.910000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

emulator is to emulator as firearm is to ____",ANSWER: firearm,firearm
11,gpt-5,lid,rookie,3,6,0.810196,0.883338,NOUN,NOUN,noun.artifact,noun.person,0.990000,0.457500,0.200000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

lid is to lid as rookie is to ____",ANSWER: green,green
12,gpt-5,hallway,foreboding,7,10,0.782836,0.250765,NOUN,VERB,noun.artifact,verb.communication,0.935000,0.135000,0.000000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

hallway is to hallway as foreboding is to ____",ANSWER: foreboding,foreboding
13,gpt-5,filet,wipeout,5,7,0.260365,0.198244,NOUN,NOUN,noun.artifact,noun.act,0.897500,0.592500,0.400000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

filet is to filet as wipeout is to ____",ANSWER: wipe out,wipe
14,gpt-5,perpetual,regard,9,6,0.743495,0.921978,ADJ,NOUN,adj.all,noun.communication,0.325000,0.197500,0.100000,0.900000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

perpetual is to perpetual as regard is to ____",ANSWER: regard,regard
15,gpt-5,lances,firstly,6,7,0.033721,0.786136,NOUN,ADV,noun.artifact,adv.all,0.647500,0.212500,0.500000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

lances is to lances as firstly is to ____",ANSWER: firstly,firstly
16,gpt-5,antagonize,flawlessly,10,10,0.038821,0.360247,VERB,ADV,verb.emotion,adv.all,0.357500,0.195000,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

antagonize is to antagonize as flawlessly is to ____",ANSWER: flawlessly,flawlessly
17,gpt-5,synonymous,yanking,10,7,0.698594,0.028641,ADJ,VERB,adj.all,verb.contact,0.305000,0.677500,0.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

synonymous is to synonymous as yanking is to ____",ANSWER: pulling,pulling
18,gpt-5,three,execution,5,9,0.996740,0.912538,NUM,NOUN,noun.quantity,noun.process,0.655000,0.732500,0.200000,0.600000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

three is to three as execution is to ____",ANSWER: sentence,sentence
19,gpt-5,buffoon,hedge,7,5,0.261905,0.788936,NOUN,NOUN,noun.person,noun.possession,0.597500,0.885000,0.100000,0.600000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

buffoon is to buffoon as hedge is to ____",ANSWER: hedgehog,hedgehog
